Ticker,MAE,MSE,MAE_norm,MSE_norm,Correlation
TCS,26.524688453304414,1267.4822358339607,0.008558468352899744,0.0001319572925563885,0.9759918576279066
BHEL,10.666321449367704,302.107135169537,0.10100603325116285,0.027091077473764907,0.9853175483879532
WIPRO,1.693360589010966,5.560502752957434,0.009055087245183748,0.00015900121483658207,0.9727594676312322
AXISBANK,22.647204500173984,1117.73874241045,0.023743001214514385,0.0012285202811947102,0.9760361135284368
MARUTI,342.28969159368563,194209.003329607,0.036530057684956534,0.0022119863125350057,0.9816018348886928
TATASTEEL,1.1240487662654068,2.2439666856900167,0.010367596453340283,0.00019089839074849752,0.9890460849815594
