Price,Close,High,Low,Open,Volume
Ticker,BHEL.NS,BHEL.NS,BHEL.NS,BHEL.NS,BHEL.NS
Date,,,,,
2018-01-01,88.61251831054688,89.77663440210634,86.23771864168526,86.28428612742793,14221778
2018-01-02,91.45295715332031,91.91860358914211,87.72778566674596,90.1025853315174,23565569
2018-01-03,91.7789077758789,92.84988880581182,91.08043817973127,92.38424240838006,13637110
2018-01-04,93.82775115966797,94.06057436353812,91.40639126045853,92.05829338921481,14450624
2018-01-05,95.31781768798828,96.38880584059045,94.10714129803823,94.10714129803823,19274135
2018-01-08,94.9453125,96.24912403853817,94.52623351859903,96.06286829240469,5822499
2018-01-09,94.15370178222656,95.41094565618562,92.47737898534793,95.22468993604365,6319831
2018-01-10,96.66820526123047,97.73918640541292,93.68806373663323,94.15371018373897,15393638
2018-01-11,96.38880920410156,96.94758348859249,95.50408384575765,96.5750649305317,5567140
2018-01-12,95.64376068115234,98.34451102349095,94.61934009756175,96.8544440741592,11196848
2018-01-15,94.47964477539062,97.04069978719983,94.10713336692356,95.92315135139931,5305858
2018-01-16,92.19799041748047,95.17812463939967,90.98730689315056,94.61935036093988,9669560
2018-01-17,93.0361557006836,93.40867425597652,89.03159366538553,91.54608858471238,12263755
2018-01-18,90.75448608398438,94.10714605376656,89.26441893363709,93.4086764109287,9461595
2018-01-19,90.84762573242188,91.63922328069782,89.59037462640602,90.33541179254867,4371119
2018-01-22,97.3666763305664,98.3445296204148,90.70793062026102,91.35983281349328,19820608
2018-01-23,97.27352905273438,100.53305381704124,96.29567588656239,99.36893782978878,20713446
2018-01-24,96.994140625,99.60175604283154,95.13155513860615,96.8544452924805,11030400
2018-01-25,95.92316436767578,99.18268937046088,95.27126220919902,96.85445722561438,21320475
2018-01-29,94.89875030517578,96.99415938259781,93.73463415105243,96.34225007316806,8267296
2018-01-30,94.61935424804688,96.01629355418497,93.268982427527,95.17812854946197,6760018
2018-01-31,93.31553649902344,96.48193346656801,92.2911158314885,94.38652464902826,12559349
2018-02-01,93.45523834228516,95.03844048879029,90.47510399211194,93.59493369421219,10520230
2018-02-02,87.07588195800781,92.4308158752115,85.25986373251463,92.33768801073504,12197761
2018-02-05,88.3331298828125,88.93847168706307,83.25758643489819,85.6789465466995,10260198
2018-02-06,86.14458465576172,87.07587746285103,82.14002274319756,84.28199904158308,9712898
2018-02-07,87.77436065673828,88.47283037018713,86.65681195730068,87.68123278265205,10329147
2018-02-08,88.61251831054688,91.96517123319799,87.77435330358391,88.84534152885877,22688194
2018-02-09,87.91404724121094,88.70564474969565,85.67894296033596,85.91176617490208,8587666
2018-02-12,90.80105590820312,91.49952556903546,88.47282370542868,88.5659515724995,9746825
2018-02-14,91.12700653076172,92.43081797870553,90.70792757848014,91.54609258824408,7781773
